index,mid,display_name,level_0,level_1,level_2,level_3,level_4,level_5,hierarchy_path,description
0,/m/09x0r,Speech,Human sounds,Human voice,Speech,,,,Human sounds > Human voice > Speech,"Speech is the vocalized form of human communication, created out of the phonetic combination of a limited set of vowel and consonant speech sound units."
1,/m/0ytgt,"Child speech, kid speaking",Human sounds,Human voice,Speech,"Child speech, kid speaking",,,"Human sounds > Human voice > Speech > Child speech, kid speaking","Speech uttered by a human child, i.e. a human whose voice does not yet resemble that of an adult."
2,/m/01h8n0,Conversation,Human sounds,Human voice,Speech,Conversation,,,Human sounds > Human voice > Speech > Conversation,"Interactive, spontaneous spoken communication between two or more people."
3,/m/02qldy,"Narration, monologue",Human sounds,Human voice,Speech,"Narration, monologue",,,"Human sounds > Human voice > Speech > Narration, monologue","Speech by a single human aimed at an audience (either present or assumed, as in a video blog)."
4,/m/0261r1,Babbling,Human sounds,Human voice,Speech,Babbling,,,Human sounds > Human voice > Speech > Babbling,Speech-like sounds uttered by a human that lack the deeper structure and meaning of conventional speech. Babbling is a stage in a child's development of language.
5,/m/0brhx,Speech synthesizer,Human sounds,Human voice,Speech,Speech synthesizer,,,Human sounds > Human voice > Speech > Speech synthesizer,Artificially-produced human speech.
6,/m/07p6fty,Shout,Human sounds,Human voice,Shout,,,,Human sounds > Human voice > Shout,Talk in a loud voice to deliberately command attention or overcome interfering sounds. Does not have the stronger emotional connotations of Yell or Scream.
7,/m/07q4ntr,Bellow,Human sounds,Human voice,Shout,Bellow,,,Human sounds > Human voice > Shout > Bellow,A very loud utterance by a person that seems more animal than human.
8,/m/07rwj3x,Whoop,Human sounds,Human voice,Shout,Whoop,,,Human sounds > Human voice > Shout > Whoop,A loud hooting cry of exultation or excitement.
9,/m/07sr1lc,Yell,Human sounds,Human voice,Shout,Yell,,,Human sounds > Human voice > Shout > Yell,"Utter or declare in a very loud voice that seems excessive or involuntary, or that is deliberately startling in order to command attention, as distinct from the pragmatically raised voice of Shout."
10,/t/dd00135,Children shouting,Human sounds,Human group actions,Children shouting,,,,Human sounds > Human group actions > Children shouting,"The boisterous vocalizations of a group of children, for instance in a playground."
11,/m/03qc9zr,Screaming,Human sounds,Human voice,Screaming,,,,Human sounds > Human voice > Screaming,"A sharp, high-pitched human vocalization; often an instinctive action indicating fear, pain, surprise, joy, anger, etc. Verbal content is absent or overwhelmed, unlike Shout and Yell."
12,/m/02rtxlg,Whispering,Human sounds,Human voice,Whispering,,,,Human sounds > Human voice > Whispering,"Unvoiced speech, usually intended to be quieter to avoid causing disturbance or being overheard."
13,/m/01j3sz,Laughter,Human sounds,Human voice,Laughter,,,,Human sounds > Human voice > Laughter,"The sound of rhythmical contractions of the diaphragm in response to stimuli such as tickling, or from humorous stories or thoughts."
14,/t/dd00001,Baby laughter,Human sounds,Human voice,Laughter,Baby laughter,,,Human sounds > Human voice > Laughter > Baby laughter,Laughter that is produced by a baby or infant.
15,/m/07r660_,Giggle,Human sounds,Human voice,Laughter,Giggle,,,Human sounds > Human voice > Laughter > Giggle,A foolish or nervous laugh.
16,/m/07s04w4,Snicker,Human sounds,Human voice,Laughter,Snicker,,,Human sounds > Human voice > Laughter > Snicker,A disrespectful laugh.
17,/m/07sq110,Belly laugh,Human sounds,Human voice,Laughter,Belly laugh,,,Human sounds > Human voice > Laughter > Belly laugh,Very loud and abrupt laughter that encompasses much of the body.
18,/m/07rgt08,"Chuckle, chortle",Human sounds,Human voice,Laughter,"Chuckle, chortle",,,"Human sounds > Human voice > Laughter > Chuckle, chortle",Laugh quietly or with restraint.
19,/m/0463cq4,"Crying, sobbing",Human sounds,Human voice,"Crying, sobbing",,,,"Human sounds > Human voice > Crying, sobbing","Sound associated with the shedding of tears in response to an emotional state, arising from slow but erratic inhalation, occasional instances of breath holding and muscular tremor."
20,/t/dd00002,"Baby cry, infant cry",Human sounds,Human voice,"Crying, sobbing","Baby cry, infant cry",,,"Human sounds > Human voice > Crying, sobbing > Baby cry, infant cry",The sound of a young child crying or bawling.
21,/m/07qz6j3,Whimper,Human sounds,Human voice,"Crying, sobbing",Whimper,,,"Human sounds > Human voice > Crying, sobbing > Whimper","A plaintive, whining vocalization with some abrupt changes in loudness."
22,/m/07qw_06,"Wail, moan",Human sounds,Human voice,"Wail, moan",,,,"Human sounds > Human voice > Wail, moan","A weak or soft emotional vocalization, possibly indicating pain, sadness, or pleasure."
23,/m/07plz5l,Sigh,Human sounds,Human voice,Sigh,,,,Human sounds > Human voice > Sigh,An utterance made by exhaling audibly.
24,/m/015lz1,Singing,Human sounds,Human voice,Singing,,,,Human sounds > Human voice > Singing,"Musical sounds produced with the human voice, including sustained tonality, rhythm, and a variety of other vocal techniques."
25,/m/0l14jd,Choir,Music,Musical instrument,Choir,,,,Music > Musical instrument > Choir,A musical ensemble of singers.
26,/m/01swy6,Yodeling,Human sounds,Human voice,Singing,Yodeling,,,Human sounds > Human voice > Singing > Yodeling,A form of singing that involves repeated and rapid changes of pitch between the low-pitch chest register and the high-pitch head register or falsetto.
27,/m/02bk07,Chant,Music,Music genre,Vocal music,Chant,,,Music > Music genre > Vocal music > Chant,"The rhythmic speaking or singing of words or sounds, often primarily on one or two main pitches called reciting tones."
28,/m/01c194,Mantra,Music,Music genre,Vocal music,Chant,Mantra,,Music > Music genre > Vocal music > Chant > Mantra,A melodic sacred utterance believed to have spiritual powers.
29,/t/dd00005,Child singing,Human sounds,Human voice,Singing,Child singing,,,Human sounds > Human voice > Singing > Child singing,Singing produced by a young human whose voice has not yet reached its adult state.
30,/t/dd00006,Synthetic singing,Human sounds,Human voice,Singing,Synthetic singing,,,Human sounds > Human voice > Singing > Synthetic singing,"Singing-like sounds produced by artificial means, such as an electronic synthesizer.  Does not include pre-recorded sounds that originate in a human voice."
31,/m/06bxc,Rapping,Human sounds,Human voice,Singing,Rapping,,,Human sounds > Human voice > Singing > Rapping,"The sound of ""spoken or chanted rhyming lyrics"", serving the role of a vocal line in music but with normal speech intonation instead of a melodic line."
32,/m/02fxyj,Humming,Human sounds,Human voice,Humming,,,,Human sounds > Human voice > Humming,"A wordless tone produced by forcing the sound to emerge from the nose, often with a melody."
33,/m/07s2xch,Groan,Human sounds,Human voice,Groan,,,,Human sounds > Human voice > Groan,An utterance expressing pain or disapproval. Specifically refers to humans.
34,/m/07r4k75,Grunt,Human sounds,Human voice,Grunt,,,,Human sounds > Human voice > Grunt,"A short low gruff noise, resembling the sound made by animals such as pigs. Specifically refers to humans."
35,/m/01w250,Whistling,Human sounds,Whistling,,,,,Human sounds > Whistling,"High-pitched tone produced by blowing or sucking air through a small opening between the lips. Used to draw attention, as a personal tic, and to reproduce a melody."
36,/m/0lyf6,Breathing,Human sounds,Respiratory sounds,Breathing,,,,Human sounds > Respiratory sounds > Breathing,Air being moved in and out of the lungs in order to sustain life.
37,/m/07mzm6,Wheeze,Human sounds,Respiratory sounds,Breathing,Wheeze,,,Human sounds > Respiratory sounds > Breathing > Wheeze,"A continuous, coarse, whistling sound produced by obstruction of the respiratory airways during breathing."
38,/m/01d3sd,Snoring,Human sounds,Respiratory sounds,Breathing,Snoring,,,Human sounds > Respiratory sounds > Breathing > Snoring,The sound resulting from obstructed respiratory airways during breathing while sleeping.
39,/m/07s0dtb,Gasp,Human sounds,Respiratory sounds,Breathing,Gasp,,,Human sounds > Respiratory sounds > Breathing > Gasp,A short labored intake of breath with the mouth open. Often indicates shock or surprise.
40,/m/07pyy8b,Pant,Human sounds,Respiratory sounds,Breathing,Pant,,,Human sounds > Respiratory sounds > Breathing > Pant,"Fast and noisy breathing, often associated with physical exertion."
41,/m/07q0yl5,Snort,Human sounds,Respiratory sounds,Breathing,Snort,,,Human sounds > Respiratory sounds > Breathing > Snort,"The sound of a single, hard exhalation through the nose."
42,/m/01b_21,Cough,Human sounds,Respiratory sounds,Cough,,,,Human sounds > Respiratory sounds > Cough,"A sudden and often repetitively occurring reflex which consists of an inhalation, a forced exhalation against a closed glottis, and a violent release of air following opening of the glottis."
43,/m/0dl9sf8,Throat clearing,Human sounds,Respiratory sounds,Cough,Throat clearing,,,Human sounds > Respiratory sounds > Cough > Throat clearing,"Forced exhalation through a partially-closed glottis to disrupt built-up mucus, or used as a social signal to draw attention to one's presence."
44,/m/01hsr_,Sneeze,Human sounds,Respiratory sounds,Sneeze,,,,Human sounds > Respiratory sounds > Sneeze,"A convulsive expulsion of air from the lungs through the nose and mouth, usually caused by foreign particles irritating the nasal mucous."
45,/m/07ppn3j,Sniff,Human sounds,Respiratory sounds,Sniff,,,,Human sounds > Respiratory sounds > Sniff,Inhale audibly through the nose.
46,/m/06h7j,Run,Human sounds,Human locomotion,Run,,,,Human sounds > Human locomotion > Run,Move fast by using one's feet.
47,/m/07qv_x_,Shuffle,Human sounds,Human locomotion,Shuffle,,,,Human sounds > Human locomotion > Shuffle,"Walk while dragging the feet, often indicating impaired mobility."
48,/m/07pbtc8,"Walk, footsteps",Human sounds,Human locomotion,"Walk, footsteps",,,,"Human sounds > Human locomotion > Walk, footsteps",The sound of feet or shoes contacting the ground in conventional human locomotion.
49,/m/03cczk,"Chewing, mastication",Human sounds,Digestive,"Chewing, mastication",,,,"Human sounds > Digestive > Chewing, mastication",Food being crushed and ground by teeth.
50,/m/07pdhp0,Biting,Human sounds,Digestive,Biting,,,,Human sounds > Digestive > Biting,Gripping or chewing off with the teeth and jaws.
51,/m/0939n_,Gargling,Human sounds,Digestive,Gargling,,,,Human sounds > Digestive > Gargling,Air from the lungs bubbling through a liquid in the mouth.
52,/m/01g90h,Stomach rumble,Human sounds,Digestive,Stomach rumble,,,,Human sounds > Digestive > Stomach rumble,"A rumbling, growling or gurgling noise produced by movement of the contents of the gastro-intestinal tract."
53,/m/03q5_w,"Burping, eructation",Human sounds,Digestive,"Burping, eructation",,,,"Human sounds > Digestive > Burping, eructation",The release of gas from the digestive tract through the mouth.
54,/m/02p3nc,Hiccup,Human sounds,Digestive,Hiccup,,,,Human sounds > Digestive > Hiccup,"A strong, involuntary contraction of the diaphragm that may repeat several times per minute."
55,/m/02_nn,Fart,Human sounds,Digestive,Fart,,,,Human sounds > Digestive > Fart,The release of gasses produced by digestion through the anus; flatulence.
56,/m/0k65p,Hands,Human sounds,Hands,,,,,Human sounds > Hands,Sounds originating primarily from the hands and fingers of humans.
57,/m/025_jnm,Finger snapping,Human sounds,Hands,Finger snapping,,,,Human sounds > Hands > Finger snapping,A snapping or clicking sound usually caused by building tension between the thumb and another finger and then moving the other finger forcefully downward to hits the palm at high speed.
58,/m/0l15bq,Clapping,Human sounds,Human group actions,Clapping,,,,Human sounds > Human group actions > Clapping,"A percussive sound made by a human striking together the palms of their two hands, often quickly and repeatedly to express appreciation or approval. This category is to be used for distinct claps by a single person; for a group of people clapping together, use Applause."
59,/m/01jg02,"Heart sounds, heartbeat",Human sounds,"Heart sounds, heartbeat",,,,,"Human sounds > Heart sounds, heartbeat",Noises generated by the beating heart and the resultant flow of blood through it.
60,/m/01jg1z,Heart murmur,Human sounds,"Heart sounds, heartbeat",Heart murmur,,,,"Human sounds > Heart sounds, heartbeat > Heart murmur","Heart sounds produced by abnormal blood flow across one of the heart valves, typically detected by a stethoscope."
61,/m/053hz1,Cheering,Human sounds,Human group actions,Cheering,,,,Human sounds > Human group actions > Cheering,"Encouraging, stimulating, or exciting vocalizations indicating approval or welcoming persons, announcements, etc."
62,/m/028ght,Applause,Human sounds,Human group actions,Applause,,,,Human sounds > Human group actions > Applause,Group expression of approval by the collective act of clapping by a group.
63,/m/07rkbfh,Chatter,Human sounds,Human group actions,Chatter,,,,Human sounds > Human group actions > Chatter,The combined sound of casual speech by many people in individual simultaneous conversations.
64,/m/03qtwd,Crowd,Human sounds,Human group actions,Crowd,,,,Human sounds > Human group actions > Crowd,The sound of a large group of people gathered together.
65,/m/07qfr4h,"Hubbub, speech noise, speech babble","Channel, environment and background",Noise,"Hubbub, speech noise, speech babble",,,,"Channel, environment and background > Noise > Hubbub, speech noise, speech babble","Loud, disordered, unintelligible speech noise from many sources."
66,/t/dd00013,Children playing,Human sounds,Human group actions,Children playing,,,,Human sounds > Human group actions > Children playing,"The sound of children at play, including any of vocalization or the sounds of their activities."
67,/m/0jbk,Animal,Animal,,,,,,Animal,All sound produced by the bodies and actions of nonhuman animals.
68,/m/068hy,"Domestic animals, pets",Animal,"Domestic animals, pets",,,,,"Animal > Domestic animals, pets","Sounds of animals kept in close proximity to humans for company, protection, and entertainment."
69,/m/0bt9lr,Dog,Animal,"Domestic animals, pets",Dog,,,,"Animal > Domestic animals, pets > Dog","Any sounds coming from the familiar domesticated canid which has been selectively bred over millennia for companionship, protection, as well as for superior sensory capabilities, and other useful behaviors."
70,/m/05tny_,Bark,Animal,"Domestic animals, pets",Dog,Bark,,,"Animal > Domestic animals, pets > Dog > Bark","Principal communication sound produced by dogs. Often transliterated as woof, especially for large dogs."
71,/m/07r_k2n,Yip,Animal,"Domestic animals, pets",Dog,Yip,,,"Animal > Domestic animals, pets > Dog > Yip","A sharp high-pitched bark or cry, typically from a miniature dog."
72,/m/07qf0zm,Howl,Animal,Wild animals,"Canidae, dogs, wolves",Howl,,,"Animal > Wild animals > Canidae, dogs, wolves > Howl","The long plaintive cry of a dog, wolf, or other canidae."
73,/m/07rc7d9,Bow-wow,Animal,"Domestic animals, pets",Dog,Bow-wow,,,"Animal > Domestic animals, pets > Dog > Bow-wow",Dog communication sound that is more tonal and less abrupt than a classic bark.
74,/m/0ghcn6,Growling,Animal,Wild animals,"Canidae, dogs, wolves",Growling,,,"Animal > Wild animals > Canidae, dogs, wolves > Growling","A low, guttural vocalization produced by animals as a warning, a sign of aggression, or to express anger."
75,/t/dd00136,Whimper (dog),Animal,"Domestic animals, pets",Dog,Whimper (dog),,,"Animal > Domestic animals, pets > Dog > Whimper (dog)","Muted dog vocalization indicating submission, fear, or pain."
76,/m/01yrx,Cat,Animal,"Domestic animals, pets",Cat,,,,"Animal > Domestic animals, pets > Cat","Sounds associated with the familiar, furry, domestic carnivorous mammal."
77,/m/02yds9,Purr,Animal,"Domestic animals, pets",Cat,Purr,,,"Animal > Domestic animals, pets > Cat > Purr",A tonal fluttering sound made by cats to indicate contentment or relaxed pleasure.
78,/m/07qrkrw,Meow,Animal,"Domestic animals, pets",Cat,Meow,,,"Animal > Domestic animals, pets > Cat > Meow",The classic tonal communication sound made by cats.
79,/m/07rjwbb,Hiss,Source-ambiguous sounds,Onomatopoeia,Hiss,,,,Source-ambiguous sounds > Onomatopoeia > Hiss,"A fricative sound, such as from a cat giving warning, or an audience indicating disapproval."
80,/m/07r81j2,Caterwaul,Animal,"Domestic animals, pets",Cat,Caterwaul,,,"Animal > Domestic animals, pets > Cat > Caterwaul",The yowling sound made by a cat in heat.
81,/m/0ch8v,"Livestock, farm animals, working animals",Animal,"Livestock, farm animals, working animals",,,,,"Animal > Livestock, farm animals, working animals",Sound made by animals associated with farms and agriculture.
82,/m/03k3r,Horse,Animal,"Livestock, farm animals, working animals",Horse,,,,"Animal > Livestock, farm animals, working animals > Horse","Sounds associated with the familiar domesticated large, fast, and strong ungulate mammal."
83,/m/07rv9rh,Clip-clop,Source-ambiguous sounds,Onomatopoeia,Clicking,Clip-clop,,,Source-ambiguous sounds > Onomatopoeia > Clicking > Clip-clop,The sound of a horse's hoofs hitting on a hard surface.
84,/m/07q5rw0,"Neigh, whinny",Animal,"Livestock, farm animals, working animals",Horse,"Neigh, whinny",,,"Animal > Livestock, farm animals, working animals > Horse > Neigh, whinny",The characteristic communication sound made by a horse.
85,/m/01xq0k1,"Cattle, bovinae",Animal,"Livestock, farm animals, working animals","Cattle, bovinae",,,,"Animal > Livestock, farm animals, working animals > Cattle, bovinae",Sounds associated with the most common type of large domesticated ungulates.
86,/m/07rpkh9,Moo,Animal,"Livestock, farm animals, working animals","Cattle, bovinae",Moo,,,"Animal > Livestock, farm animals, working animals > Cattle, bovinae > Moo",The classic communication sound made by a cow or bull.
87,/m/0239kh,Cowbell,Sounds of things,Bell,Cowbell,,,,Sounds of things > Bell > Cowbell,A simple metal bell historically tied around the necks of cattle to keep track of their whereabouts.
88,/m/068zj,Pig,Animal,"Livestock, farm animals, working animals",Pig,,,,"Animal > Livestock, farm animals, working animals > Pig","Sounds associated with the highly intelligent, very common, domesticated relative of the boar."
89,/t/dd00018,Oink,Animal,"Livestock, farm animals, working animals",Pig,Oink,,,"Animal > Livestock, farm animals, working animals > Pig > Oink",Common vocalization sound associated with pigs.
90,/m/03fwl,Goat,Animal,"Livestock, farm animals, working animals",Goat,,,,"Animal > Livestock, farm animals, working animals > Goat",Sounds of the medium-sized domesticated bovidae.
91,/m/07q0h5t,Bleat,Animal,"Livestock, farm animals, working animals",Sheep,Bleat,,,"Animal > Livestock, farm animals, working animals > Sheep > Bleat",Communicative vocalization of sheep and goats.
92,/m/07bgp,Sheep,Animal,"Livestock, farm animals, working animals",Sheep,,,,"Animal > Livestock, farm animals, working animals > Sheep","Sounds associated with the familiar quadrupedal, ruminant mammal typically kept as livestock."
93,/m/025rv6n,Fowl,Animal,"Livestock, farm animals, working animals",Fowl,,,,"Animal > Livestock, farm animals, working animals > Fowl",Sounds associated with the bird species commonly raised for human consumption.
94,/m/09b5t,"Chicken, rooster",Animal,"Livestock, farm animals, working animals",Fowl,"Chicken, rooster",,,"Animal > Livestock, farm animals, working animals > Fowl > Chicken, rooster","Sounds of the very common and widespread domesticated fowl, raised for its eggs and meat."
95,/m/07st89h,Cluck,Animal,"Livestock, farm animals, working animals",Fowl,"Chicken, rooster",Cluck,,"Animal > Livestock, farm animals, working animals > Fowl > Chicken, rooster > Cluck","The soft, low-pitched, and repetitive sound made by chickens."
96,/m/07qn5dc,"Crowing, cock-a-doodle-doo",Animal,"Livestock, farm animals, working animals",Fowl,"Chicken, rooster","Crowing, cock-a-doodle-doo",,"Animal > Livestock, farm animals, working animals > Fowl > Chicken, rooster > Crowing, cock-a-doodle-doo",The multi-syllable warning call made by a rooster (male chicken).
97,/m/01rd7k,Turkey,Animal,"Livestock, farm animals, working animals",Fowl,Turkey,,,"Animal > Livestock, farm animals, working animals > Fowl > Turkey","Sounds associated with the large poultry bird, originally domesticated in the Americas."
98,/m/07svc2k,Gobble,Animal,"Livestock, farm animals, working animals",Fowl,Turkey,Gobble,,"Animal > Livestock, farm animals, working animals > Fowl > Turkey > Gobble",The characteristic sound made by a turkey cock.
99,/m/09ddx,Duck,Animal,"Livestock, farm animals, working animals",Fowl,Duck,,,"Animal > Livestock, farm animals, working animals > Fowl > Duck",Sounds associated with this collection of waterfowl species.
100,/m/07qdb04,Quack,Animal,"Livestock, farm animals, working animals",Fowl,Duck,Quack,,"Animal > Livestock, farm animals, working animals > Fowl > Duck > Quack",The harsh communication sound made by a duck.
101,/m/0dbvp,Goose,Animal,"Livestock, farm animals, working animals",Fowl,Goose,,,"Animal > Livestock, farm animals, working animals > Fowl > Goose",Sounds associated with this species of larger waterfowl.
102,/m/07qwf61,Honk,Animal,"Livestock, farm animals, working animals",Fowl,Goose,Honk,,"Animal > Livestock, farm animals, working animals > Fowl > Goose > Honk",The cry of a goose.
103,/m/01280g,Wild animals,Animal,Wild animals,,,,,Animal > Wild animals,Sounds associated with animals not normally raised by humans.
104,/m/0cdnk,"Roaring cats (lions, tigers)",Animal,Wild animals,"Roaring cats (lions, tigers)",,,,"Animal > Wild animals > Roaring cats (lions, tigers)",Sounds associated with the larger and more ferocious wild relatives of cats.
105,/m/04cvmfc,Roar,Animal,Wild animals,"Roaring cats (lions, tigers)",Roar,,,"Animal > Wild animals > Roaring cats (lions, tigers) > Roar","A deep, bellowing outburst of sound forced through an open mouth, made by a lion or other ""big cat"" species."
106,/m/015p6,Bird,Animal,Wild animals,Bird,,,,Animal > Wild animals > Bird,Sounds associated with the large group of flying vertebrates.
107,/m/020bb7,"Bird vocalization, bird call, bird song",Animal,Wild animals,Bird,"Bird vocalization, bird call, bird song",,,"Animal > Wild animals > Bird > Bird vocalization, bird call, bird song","Bird communication calls, often considered melodious to the human ear."
108,/m/07pggtn,"Chirp, tweet",Source-ambiguous sounds,Onomatopoeia,Brief tone,"Chirp, tweet",,,"Source-ambiguous sounds > Onomatopoeia > Brief tone > Chirp, tweet",A brief sound as made by a small bird.
109,/m/07sx8x_,Squawk,Animal,Wild animals,Bird,"Bird vocalization, bird call, bird song",Squawk,,"Animal > Wild animals > Bird > Bird vocalization, bird call, bird song > Squawk","Abrasive, unpleasant sharp sound produced by a bird."
110,/m/0h0rv,"Pigeon, dove",Animal,Wild animals,Bird,"Pigeon, dove",,,"Animal > Wild animals > Bird > Pigeon, dove","Sounds associated with these species of birds having short necks and short, slender bills."
111,/m/07r_25d,Coo,Animal,Wild animals,Bird,"Pigeon, dove",Coo,,"Animal > Wild animals > Bird > Pigeon, dove > Coo",The sound made by a pigeon or dove.
112,/m/04s8yn,Crow,Animal,Wild animals,Bird,Crow,,,Animal > Wild animals > Bird > Crow,"Sounds associated with the species of medium-to-large birds, Corvus."
113,/m/07r5c2p,Caw,Animal,Wild animals,Bird,Crow,Caw,,Animal > Wild animals > Bird > Crow > Caw,The relatively harsh sound made by corvine birds.
114,/m/09d5_,Owl,Animal,Wild animals,Bird,Owl,,,Animal > Wild animals > Bird > Owl,Sounds associated with the mostly solitary and nocturnal carnivorous birds from the order Strigiformes.
115,/m/07r_80w,Hoot,Animal,Wild animals,Bird,Owl,Hoot,,Animal > Wild animals > Bird > Owl > Hoot,The loud raucous cry of an owl.
116,/m/05_wcq,"Bird flight, flapping wings",Animal,Wild animals,Bird,"Bird flight, flapping wings",,,"Animal > Wild animals > Bird > Bird flight, flapping wings",Sounds caused by a bird's use of its wings to travel through the air.
117,/m/01z5f,"Canidae, dogs, wolves",Animal,Wild animals,"Canidae, dogs, wolves",,,,"Animal > Wild animals > Canidae, dogs, wolves",Sounds associated with the wild relatives of domesticated dogs.
118,/m/06hps,"Rodents, rats, mice",Animal,Wild animals,"Rodents, rats, mice",,,,"Animal > Wild animals > Rodents, rats, mice","Sounds associated with the small mammals of the order Rodentia, found in vast numbers on all continents except Antarctica."
119,/m/04rmv,Mouse,Animal,Wild animals,"Rodents, rats, mice",Mouse,,,"Animal > Wild animals > Rodents, rats, mice > Mouse",Sounds associated with the familiar small rodent.
120,/m/07r4gkf,Patter,Animal,Wild animals,"Rodents, rats, mice",Patter,,,"Animal > Wild animals > Rodents, rats, mice > Patter","A quick succession of light rapid sounds, usually suggesting the locomotion of small animals."
121,/m/03vt0,Insect,Animal,Wild animals,Insect,,,,Animal > Wild animals > Insect,"Sounds associated with invertebrates from the arthropod phylum that have a chitinous exoskeleton, a three-part body, three pairs of jointed legs, compound eyes, and one pair of antennae."
122,/m/09xqv,Cricket,Animal,Wild animals,Insect,Cricket,,,Animal > Wild animals > Insect > Cricket,"Sounds associated with these relatives of grasshoppers characterized by enlarged hind legs, providing power for jumping. Crickets are mainly nocturnal, and are best known for the loud, persistent, chirping song of males trying to attract females."
123,/m/09f96,Mosquito,Animal,Wild animals,Insect,Mosquito,,,Animal > Wild animals > Insect > Mosquito,"Sounds associated with these small, midge-like flies whose tube-like mouth parts pierce the hosts' skin to consume blood."
124,/m/0h2mp,"Fly, housefly",Animal,Wild animals,Insect,"Fly, housefly",,,"Animal > Wild animals > Insect > Fly, housefly","Sounds associated with these insects of the order Diptera, which use only a single pair of wings to fly."
125,/m/07pjwq1,Buzz,Source-ambiguous sounds,Onomatopoeia,Brief tone,Buzz,,,Source-ambiguous sounds > Onomatopoeia > Brief tone > Buzz,"The sound of rapid vibration, commonly the wings of a flying insect."
126,/m/01h3n,"Bee, wasp, etc.",Animal,Wild animals,Insect,"Bee, wasp, etc.",,,"Animal > Wild animals > Insect > Bee, wasp, etc.","Sounds associated with these closely-related species of flying insects known for pollination, honey-production, and the ability to sting humans."
127,/m/09ld4,Frog,Animal,Wild animals,Frog,,,,Animal > Wild animals > Frog,"Sounds associated with the short-bodied, tailless amphibians composing the order Anura."
128,/m/07st88b,Croak,Animal,Wild animals,Frog,Croak,,,Animal > Wild animals > Frog > Croak,The harsh hoarse utterance of a frog.
129,/m/078jl,Snake,Animal,Wild animals,Snake,,,,Animal > Wild animals > Snake,"Sounds associated with the elongated, legless, carnivorous reptiles of the suborder Serpentes."
130,/m/07qn4z3,Rattle,Source-ambiguous sounds,Onomatopoeia,Rattle,,,,Source-ambiguous sounds > Onomatopoeia > Rattle,A rapid series of short loud sounds as of small hard items loose inside a container.
131,/m/032n05,Whale vocalization,Animal,Wild animals,Whale vocalization,,,,Animal > Wild animals > Whale vocalization,Sounds produced by whales for different kinds of communication.
132,/m/04rlf,Music,Music,,,,,,Music,"Music is an art form and cultural activity whose medium is sound and silence. The common elements of music are pitch, rhythm, dynamics, and the sonic qualities of timbre and texture."
133,/m/04szw,Musical instrument,Music,Musical instrument,,,,,Music > Musical instrument,"Sounds specifically associated with instruments created, adapted or otherwise used to make musical sounds."
134,/m/0fx80y,Plucked string instrument,Music,Musical instrument,Plucked string instrument,,,,Music > Musical instrument > Plucked string instrument,"Sounds of a musical instrument using tensioned strings to produce tones, where the usual mode of playing is to pull and release the strings to cause them to vibrate."
135,/m/0342h,Guitar,Music,Musical instrument,Plucked string instrument,Guitar,,,Music > Musical instrument > Plucked string instrument > Guitar,"Sounds of a string instrument with between 4 and 18 strings (typically 6) running over a fretboard, typically played by strumming or plucking the strings with the right hand while fretting the strings with the fingers of the left hand."
136,/m/02sgy,Electric guitar,Music,Musical instrument,Plucked string instrument,Guitar,Electric guitar,,Music > Musical instrument > Plucked string instrument > Guitar > Electric guitar,"Sounds of a guitar that uses a pickup to convert the vibration of its strings (which are typically made of metal, and which occurs when a guitarist strums, plucks, or fingerpicks the strings) into electrical impulses, which are then amplified and converted to sound."
137,/m/018vs,Bass guitar,Music,Musical instrument,Plucked string instrument,Guitar,Bass guitar,,Music > Musical instrument > Plucked string instrument > Guitar > Bass guitar,Sounds of a relative of the electric guitar with a longer neck and 4 to 6 strings. The common 4-string bass is usually tuned one octave lower than the four lowest pitched strings of a guitar.
138,/m/042v_gx,Acoustic guitar,Music,Musical instrument,Plucked string instrument,Guitar,Acoustic guitar,,Music > Musical instrument > Plucked string instrument > Guitar > Acoustic guitar,"Sounds of a guitar that produces sound acoustically by transmitting the vibration of the strings from its body to the air. Includes guitars with both nylon (or gut) strings, and those with steel strings."
139,/m/06w87,"Steel guitar, slide guitar",Music,Musical instrument,Plucked string instrument,Guitar,"Steel guitar, slide guitar",,"Music > Musical instrument > Plucked string instrument > Guitar > Steel guitar, slide guitar","Sounds of a guitar whose string length is controlled by a hard object placed on the string (the ""slide"" or ""steel"") instead of by pressing against the frets with the fingers."
140,/m/01glhc,Tapping (guitar technique),Music,Musical instrument,Plucked string instrument,Guitar,Tapping (guitar technique),,Music > Musical instrument > Plucked string instrument > Guitar > Tapping (guitar technique),"Sounds of a guitar playing technique, where a string is fretted and set into vibration as part of a single motion of being pushed onto the fretboard, as opposed to the standard technique being fretted with one hand and picked with the other."
