Sequence,Order,ordensrelasjon::orden_norsknavn,Family,familierelasjon::familie_norsknavn,Scientific_name,norskAviListv1,English_name_AviList
31707,Passeriformes,Spurvefugler,Icteridae,Trupialfamilien,Icterus parisorum,yuccatrupial,Scott's Oriole
31709,Passeriformes,Spurvefugler,Icteridae,Trupialfamilien,Nesopsar nigerrimus,jamaicatrupial,Jamaican Blackbird
31711,Passeriformes,Spurvefugler,Icteridae,Trupialfamilien,Agelaius phoeniceus,rødvingetrupial,Red-winged Blackbird
31734,Passeriformes,Spurvefugler,Icteridae,Trupialfamilien,Agelaius assimilis,ildvingetrupial,Red-shouldered Blackbird
31735,Passeriformes,Spurvefugler,Icteridae,Trupialfamilien,Agelaius tricolor,kaliforniatrupial,Tricolored Blackbird
31736,Passeriformes,Spurvefugler,Icteridae,Trupialfamilien,Agelaius humeralis,brunskuldertrupial,Tawny-shouldered Blackbird
31739,Passeriformes,Spurvefugler,Icteridae,Trupialfamilien,Agelaius xanthomus,gulskuldertrupial,Yellow-shouldered Blackbird
31743,Passeriformes,Spurvefugler,Icteridae,Trupialfamilien,Molothrus rufoaxillaris,skriketrupial,Screaming Cowbird
31744,Passeriformes,Spurvefugler,Icteridae,Trupialfamilien,Molothrus bonariensis,silketrupial,Shiny Cowbird
31752,Passeriformes,Spurvefugler,Icteridae,Trupialfamilien,Molothrus aeneus,bronsetrupial,Bronzed Cowbird
31756,Passeriformes,Spurvefugler,Icteridae,Trupialfamilien,Molothrus armenti,cartagenatrupial,Bronze-brown Cowbird
31757,Passeriformes,Spurvefugler,Icteridae,Trupialfamilien,Molothrus ater,brunhodetrupial,Brown-headed Cowbird
31761,Passeriformes,Spurvefugler,Icteridae,Trupialfamilien,Molothrus oryzivorus,stortrupial,Giant Cowbird
31765,Passeriformes,Spurvefugler,Icteridae,Trupialfamilien,Dives dives,sangtrupial,Melodious Blackbird
31766,Passeriformes,Spurvefugler,Icteridae,Trupialfamilien,Dives warczewiczi,krattrupial,Scrub Blackbird
31770,Passeriformes,Spurvefugler,Icteridae,Trupialfamilien,Ptiloxena atroviolacea,kubatrupial,Cuban Blackbird
31772,Passeriformes,Spurvefugler,Icteridae,Trupialfamilien,Euphagus cyanocephalus,purpurhodetrupial,Brewer's Blackbird
31773,Passeriformes,Spurvefugler,Icteridae,Trupialfamilien,Euphagus carolinus,kanadatrupial,Rusty Blackbird
31777,Passeriformes,Spurvefugler,Icteridae,Trupialfamilien,Quiscalus quiscula,glanstrupial,Common Grackle
31781,Passeriformes,Spurvefugler,Icteridae,Trupialfamilien,Quiscalus major,båtstjerttrupial,Boat-tailed Grackle
31786,Passeriformes,Spurvefugler,Icteridae,Trupialfamilien,Quiscalus mexicanus,storstjerttrupial,Great-tailed Grackle
31795,Passeriformes,Spurvefugler,Icteridae,Trupialfamilien,Quiscalus palustris,smalnebbtrupial,Slender-billed Grackle
31796,Passeriformes,Spurvefugler,Icteridae,Trupialfamilien,Quiscalus nicaraguensis,nicaraguatrupial,Nicaraguan Grackle
31797,Passeriformes,Spurvefugler,Icteridae,Trupialfamilien,Quiscalus niger,antilltrupial,Greater Antillean Grackle
31805,Passeriformes,Spurvefugler,Icteridae,Trupialfamilien,Quiscalus lugubris,sørgetrupial,Carib Grackle
31815,Passeriformes,Spurvefugler,Icteridae,Trupialfamilien,Macroagelaius subalaris,bergtrupial,Colombian Mountain Grackle
31816,Passeriformes,Spurvefugler,Icteridae,Trupialfamilien,Macroagelaius imthurni,gullfjærtrupial,Golden-tufted Mountain Grackle
31818,Passeriformes,Spurvefugler,Icteridae,Trupialfamilien,Lampropsar tanagrinus,fløyelstrupial,Velvet-fronted Grackle
31825,Passeriformes,Spurvefugler,Icteridae,Trupialfamilien,Gymnomystax mexicanus,piroltrupial,Oriole Blackbird
31827,Passeriformes,Spurvefugler,Icteridae,Trupialfamilien,Hypopyrrhus pyrohypogaster,rødbuktrupial,Red-bellied Grackle
31829,Passeriformes,Spurvefugler,Icteridae,Trupialfamilien,Amblyramphus holosericeus,rødhodetrupial,Scarlet-headed Blackbird
31831,Passeriformes,Spurvefugler,Icteridae,Trupialfamilien,Curaeus curaeus,patagoniatrupial,Austral Blackbird
31836,Passeriformes,Spurvefugler,Icteridae,Trupialfamilien,Anumara forbesi,sottrupial,Forbes's Blackbird
31838,Passeriformes,Spurvefugler,Icteridae,Trupialfamilien,Gnorimopsar chopi,chopitrupial,Chopi Blackbird
31843,Passeriformes,Spurvefugler,Icteridae,Trupialfamilien,Agelasticus xanthophthalmus,blekøyetrupial,Pale-eyed Blackbird
31844,Passeriformes,Spurvefugler,Icteridae,Trupialfamilien,Agelasticus cyanopus,sumptrupial,Unicolored Blackbird
31849,Passeriformes,Spurvefugler,Icteridae,Trupialfamilien,Agelasticus thilius,gulvingetrupial,Yellow-winged Blackbird
31854,Passeriformes,Spurvefugler,Icteridae,Trupialfamilien,Oreopsar bolivianus,boliviatrupial,Bolivian Blackbird
31856,Passeriformes,Spurvefugler,Icteridae,Trupialfamilien,Agelaioides fringillarius,blektrupial,Pale Baywing
31857,Passeriformes,Spurvefugler,Icteridae,Trupialfamilien,Agelaioides badius,brunvingetrupial,Greyish Baywing
31861,Passeriformes,Spurvefugler,Icteridae,Trupialfamilien,Chrysomus ruficapillus,brunkronetrupial,Chestnut-capped Blackbird
31864,Passeriformes,Spurvefugler,Icteridae,Trupialfamilien,Chrysomus icterocephalus,gulhettetrupial,Yellow-hooded Blackbird
31868,Passeriformes,Spurvefugler,Icteridae,Trupialfamilien,Xanthopsar flavus,safrantrupial,Saffron-cowled Blackbird
31870,Passeriformes,Spurvefugler,Icteridae,Trupialfamilien,Pseudoleistes virescens,brungumptrupial,Brown-and-yellow Marshbird
31871,Passeriformes,Spurvefugler,Icteridae,Trupialfamilien,Pseudoleistes guirahuro,gulgumptrupial,Yellow-rumped Marshbird
31874,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Seiurus aurocapilla,ovnparula,Ovenbird
31879,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Parkesia noveboracensis,vannparula,Northern Waterthrush
31880,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Parkesia motacilla,strømparula,Louisiana Waterthrush
31882,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Helmitheros vermivorum,åmeparula,Worm-eating Warbler
31884,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Mniotilta varia,klatreparula,Black-and-white Warbler
31886,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Protonotaria citrea,plommeparula,Prothonotary Warbler
31888,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Limnothlypis swainsonii,brunparula,Swainson's Warbler
31890,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Vermivora bachmanii,sumpparula,Bachman's Warbler
31891,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Vermivora chrysoptera,gullvingeparula,Golden-winged Warbler
31892,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Vermivora cyanoptera,blåvingeparula,Blue-winged Warbler
31894,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Oreothlypis gutturalis,flammeparula,Flame-throated Warbler
31895,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Oreothlypis superciliosa,halvmåneparula,Crescent-chested Warbler
31902,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Leiothlypis peregrina,møllparula,Tennessee Warbler
31903,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Leiothlypis celata,oransjekroneparula,Orange-crowned Warbler
31908,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Leiothlypis crissalis,eikeparula,Colima Warbler
31909,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Leiothlypis luciae,mesquiteparula,Lucy's Warbler
31910,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Leiothlypis ruficapilla,bjørkeparula,Nashville Warbler
31913,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Leiothlypis virginiae,pinjeparula,Virginia's Warbler
31915,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Oporornis agilis,markparula,Connecticut Warbler
31917,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Leucopeza semperi,jernparula,Semper's Warbler
31919,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Geothlypis philadelphia,svartbrystparula,Mourning Warbler
31920,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Geothlypis tolmiei,kjerrparula,MacGillivray's Warbler
31923,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Geothlypis poliocephala,gråkronegulstrupe,Grey-crowned Yellowthroat
31930,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Geothlypis velata,sørgulstrupe,Southern Yellowthroat
31931,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Geothlypis aequinoctialis,tropegulstrupe,Masked Yellowthroat
31932,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Geothlypis auricularis,tøylegulstrupe,Black-lored Yellowthroat
31935,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Geothlypis formosa,kentuckyparula,Kentucky Warbler
31936,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Geothlypis speciosa,aztekgulstrupe,Black-polled Yellowthroat
31939,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Geothlypis nelsoni,pedregalgulstrupe,Hooded Yellowthroat
31942,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Geothlypis semiflava,olivengulstrupe,Olive-crowned Yellowthroat
31946,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Geothlypis rostrata,bahamasgulstrupe,Bahama Yellowthroat
31951,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Geothlypis trichas,nordgulstrupe,Common Yellowthroat
31965,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Geothlypis flavovelata,tamaulipasgulstrupe,Altamira Yellowthroat
31966,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Geothlypis beldingi,bajagulstrupe,Belding's Yellowthroat
31970,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Catharopeza bishopi,crescendoparula,Whistling Warbler
31972,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Setophaga plumbea,blyparula,Plumbeous Warbler
31973,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Setophaga pharetra,pilparula,Arrowhead Warbler
31974,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Setophaga angelae,svartryggparula,Elfin Woods Warbler
31975,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Setophaga kirtlandii,brannfeltparula,Kirtland's Warbler
31976,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Setophaga ruticilla,rødstjertparula,American Redstart
31977,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Setophaga citrina,hetteparula,Hooded Warbler
31978,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Setophaga caerulescens,blåparula,Black-throated Blue Warbler
31981,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Setophaga cerulea,asurparula,Cerulean Warbler
31982,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Setophaga americana,stryparula,Northern Parula
31983,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Setophaga pitiayumi,ildparula,Tropical Parula
31993,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Setophaga magnolia,magnoliaparula,Magnolia Warbler
31994,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Setophaga fusca,hemlokkparula,Blackburnian Warbler
31995,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Setophaga striata,svarthetteparula,Blackpoll Warbler
31996,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Setophaga castanea,kastanjeparula,Bay-breasted Warbler
31997,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Setophaga pensylvanica,brunsideparula,Chestnut-sided Warbler
31998,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Setophaga aestiva,gulparula,American Yellow Warbler
32008,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Setophaga petechia,mangroveparula,Mangrove Warbler
32043,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Setophaga tigrina,brunkinnparula,Cape May Warbler
32044,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Setophaga palmarum,myrparula,Palm Warbler
32047,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Setophaga coronata,myrteparula,Yellow-rumped Warbler
32053,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Setophaga flavescens,bahamasparula,Bahama Warbler
32054,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Setophaga dominica,gulstrupeparula,Yellow-throated Warbler
32058,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Setophaga pityophila,olivenkroneparula,Olive-capped Warbler
32059,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Setophaga pinus,furuparula,Pine Warbler
32064,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Setophaga discolor,buskparula,Prairie Warbler
32067,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Setophaga vitellina,caymanparula,Vitelline Warbler
32071,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Setophaga adelaidae,antillparula,Adelaide's Warbler
32072,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Setophaga delicata,saintluciaparula,St. Lucia Warbler
32073,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Setophaga subita,barbudaparula,Barbuda Warbler
32074,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Setophaga nigrescens,gråparula,Black-throated Grey Warbler
32077,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Setophaga graciae,ponderosaparula,Grace's Warbler
32082,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Setophaga virens,grønnparula,Black-throated Green Warbler
32083,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Setophaga chrysoparia,gulkinnparula,Golden-cheeked Warbler
32084,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Setophaga occidentalis,barnålparula,Hermit Warbler
32085,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Setophaga townsendi,granparula,Townsend's Warbler
32087,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Myiothlypis griseiceps,gråhodeparula,Grey-headed Warbler
32088,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Myiothlypis basilica,bambusparula,Santa Marta Warbler
32089,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Myiothlypis luteoviridis,andesparula,Citrine Warbler
32095,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Myiothlypis leucophrys,hvitbrynparula,White-striped Warbler
32096,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Myiothlypis flaveola,gulbukparula,Flavescent Warbler
32099,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Myiothlypis leucoblephara,paranáparula,White-rimmed Warbler
32102,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Myiothlypis signata,bergparula,Pale-legged Warbler
32105,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Myiothlypis nigrocristata,svartisseparula,Black-crested Warbler
32106,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Myiothlypis fulvicauda,kakiparula,Buff-rumped Warbler
32113,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Myiothlypis rivularis,flodparula,Riverbank Warbler
32117,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Myiothlypis bivittata,ildkroneparula,Two-banded Warbler
32121,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Myiothlypis chlorophrys,chocoparula,Choco Warbler
32122,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Myiothlypis chrysogaster,inkaparula,Cuzco Warbler
32123,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Myiothlypis cinereicollis,gråstrupeparula,Grey-throated Warbler
32127,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Myiothlypis conspicillata,brilleparula,White-lored Warbler
32128,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Myiothlypis fraseri,ecuadorparula,Grey-and-gold Warbler
32131,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Myiothlypis coronata,rustkroneparula,Russet-crowned Warbler
32141,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Basileuterus lachrymosus,vifteparula,Fan-tailed Warbler
32142,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Basileuterus rufifrons,brunkroneparula,Rufous-capped Warbler
32148,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Basileuterus delattrii,kastanjekroneparula,Chestnut-capped Warbler
32152,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Basileuterus melanogenys,svartkinnparula,Black-cheeked Warbler
32156,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Basileuterus ignotus,pirreparula,Pirre Warbler
32157,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Basileuterus belli,gulbrynparula,Golden-browed Warbler
32163,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Basileuterus culicivorus,gyllenkroneparula,Golden-crowned Warbler
32178,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Basileuterus melanotis,costaricaparula,Black-eared Warbler
32179,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Basileuterus tacarcunae,tacarcunaparula,Tacarcuna Warbler
32180,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Basileuterus tristriatus,stripehodeparula,Three-striped Warbler
32189,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Basileuterus punctipectus,yungasparula,Yungas Warbler
32193,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Basileuterus trifasciatus,quechuaparula,Three-banded Warbler
32197,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Cardellina canadensis,kanadaparula,Canada Warbler
32198,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Cardellina pusilla,kalottparula,Wilson's Warbler
32202,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Cardellina rubrifrons,rubinparula,Red-faced Warbler
32203,Passeriformes,Spurvefugler,Parulidae,Parulafamilien,Cardellina versicolor,rosenparula,Pink-headed Warbler
