Sequence,Order,ordensrelasjon::orden_norsknavn,Family,familierelasjon::familie_norsknavn,Scientific_name,norskAviListv1,English_name_AviList
13189,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Tolmomyias flavotectus,gulvingeflatnebb,Yellow-winged Flatbill
13190,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Tolmomyias assimilis,gulbremflatnebb,Yellow-margined Flatbill
13199,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Tolmomyias poliocephalus,askekroneflatnebb,Grey-crowned Flatbill
13203,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Tolmomyias viridiceps,olivenhodeflatnebb,Olive-faced Flatbill
13207,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Tolmomyias flaviventris,gulbrystflatnebb,Ochre-lored Flatbill
13212,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Taeniotriccus andrei,svartbrysttyrann,Black-chested Tyrant
13216,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Cnipodectes superrufus,rustvrivinge,Rufous Twistwing
13217,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Cnipodectes subbrunneus,brunvrivinge,Brownish Twistwing
13221,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Todirostrum maculatum,flekktodityrann,Spotted Tody-Flycatcher
13227,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Todirostrum poliocephalum,gultøyletodityrann,Yellow-lored Tody-Flycatcher
13228,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Todirostrum cinereum,gjøglertodityrann,Common Tody-Flycatcher
13237,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Todirostrum viridanum,maracaibotodityrann,Maracaibo Tody-Flycatcher
13238,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Todirostrum nigriceps,svarthodetodityrann,Black-headed Tody-Flycatcher
13239,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Todirostrum pictum,svarthettetodityrann,Painted Tody-Flycatcher
13240,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Todirostrum chrysocrotaphum,gulbryntodityrann,Yellow-browed Tody-Flycatcher
13247,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Poecilotriccus ruficeps,rødkronetodityrann,Rufous-crowned Tody-Flycatcher
13252,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Poecilotriccus luluae,rødhodetodityrann,Lulu's Tody-Flycatcher
13253,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Poecilotriccus albifacies,hvitkinntodityrann,White-cheeked Tody-Flycatcher
13254,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Poecilotriccus capitalis,loretotodityrann,Black-and-white Tody-Flycatcher
13255,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Poecilotriccus senex,fabeltodityrann,Buff-cheeked Tody-Flycatcher
13256,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Poecilotriccus russatus,tepuitodityrann,Ruddy Tody-Flycatcher
13257,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Poecilotriccus plumbeiceps,gråkronetodityrann,Ochre-faced Tody-Flycatcher
13262,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Poecilotriccus fumifrons,krattodityrann,Smoky-fronted Tody-Flycatcher
13265,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Poecilotriccus latirostris,masketodityrann,Rusty-fronted Tody-Flycatcher
13273,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Poecilotriccus sylvia,skiferhodetodityrann,Slaty-headed Tody-Flycatcher
13279,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Poecilotriccus calopterus,gulvingetodityrann,Golden-winged Tody-Flycatcher
13280,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Poecilotriccus pulchellus,svartryggtodityrann,Black-backed Tody-Flycatcher
13282,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Hemitriccus minor,amazontodityrann,Snethlage's Tody-Tyrant
13286,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Hemitriccus spodiops,yungastodityrann,Yungas Tody-Tyrant
13287,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Hemitriccus cohnhafti,acretodityrann,Acre Tody-Tyrant
13288,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Hemitriccus flammulatus,bambustodityrann,Flammulated Bamboo Tyrant
13291,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Hemitriccus diops,gråbrysttodityrann,Drab-breasted Bamboo Tyrant
13292,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Hemitriccus obsoletus,brunbrysttodityrann,Brown-breasted Bamboo Tyrant
13295,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Hemitriccus josephinae,guyanatodityrann,Boat-billed Tody-Tyrant
13296,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Hemitriccus zosterops,blekøyetodityrann,White-eyed Tody-Tyrant
13299,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Hemitriccus griseipectus,hvitbuktodityrann,White-bellied Tody-Tyrant
13302,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Hemitriccus orbitatus,brilletodityrann,Eye-ringed Tody-Tyrant
13303,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Hemitriccus iohannis,selvastodityrann,Johannes's Tody-Tyrant
13304,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Hemitriccus striaticollis,stripetodityrann,Stripe-necked Tody-Tyrant
13307,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Hemitriccus nidipendulus,oliventodityrann,Hangnest Tody-Tyrant
13310,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Hemitriccus margaritaceiventer,perlemortodityrann,Pearly-vented Tody-Tyrant
13320,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Hemitriccus inornatus,içanatodityrann,Pelzeln's Tody-Tyrant
13321,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Hemitriccus minimus,tapajostodityrann,Zimmer's Tody-Tyrant
13322,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Hemitriccus granadensis,svartstrupetodityrann,Black-throated Tody-Tyrant
13330,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Hemitriccus cinnamomeipectus,kaneltodityrann,Cinnamon-breasted Tody-Tyrant
13331,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Hemitriccus mirandae,karamelltodityrann,Buff-breasted Tody-Tyrant
13332,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Hemitriccus kaempferi,okertodityrann,Kaempfer's Tody-Tyrant
13333,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Hemitriccus rufigularis,stortodityrann,Buff-throated Tody-Tyrant
13334,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Hemitriccus furcatus,gaffeltodityrann,Fork-tailed Tody-Tyrant
13336,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Myiornis auricularis,gulbukknøttyrann,Eared Pygmy Tyrant
13339,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Myiornis albiventris,hvitbukknøttyrann,White-bellied Pygmy Tyrant
13340,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Myiornis atricapillus,svartkroneknøttyrann,Black-capped Pygmy Tyrant
13341,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Myiornis ecaudatus,kortstjertknøttyrann,Short-tailed Pygmy Tyrant
13345,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Atalotriccus pilaris,småalvetyrann,Pale-eyed Pygmy Tyrant
13351,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Lophotriccus pileatus,fjellalvetyrann,Scale-crested Pygmy Tyrant
13357,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Lophotriccus vitiosus,amazonalvetyrann,Double-banded Pygmy Tyrant
13362,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Lophotriccus eulophotes,toppalvetyrann,Long-crested Pygmy Tyrant
13363,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Lophotriccus galeatus,guyanaalvetyrann,Helmeted Pygmy Tyrant
13365,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Oncostoma cinereigulare,nordbuetyrann,Northern Bentbill
13366,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Oncostoma olivaceum,sørbuetyrann,Southern Bentbill
13368,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Hirundinea ferruginea,klippetyrann,Cliff Flycatcher
13374,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Pyrrhomyias cinnamomeus,kaneltyrann,Cinnamon Flycatcher
13382,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Myiotriccus ornatus,ornattyrann,Ornate Flycatcher
13388,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Nephelomyias pulcher,okerbåndtyrann,Handsome Flycatcher
13392,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Nephelomyias lintoni,ecuadortyrann,Orange-banded Flycatcher
13393,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Nephelomyias ochraceiventris,okerbrysttyrann,Ochraceous-breasted Flycatcher
13395,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Zimmerius cinereicapilla,inkatyrannulett,Red-billed Tyrannulet
13396,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Zimmerius villarejoi,varillaltyrannulett,Mishana Tyrannulet
13397,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Zimmerius chicomendesi,campinatyrannulett,Chico's Tyrannulet
13398,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Zimmerius acer,guyanatyrannulett,Guianan Tyrannulet
13399,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Zimmerius vilissimus,guatemalatyrannulett,Guatemalan Tyrannulet
13400,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Zimmerius parvus,mistelteintyrannulett,Mistletoe Tyrannulet
13401,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Zimmerius albigularis,blekstrupetyrannulett,Choco Tyrannulet
13402,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Zimmerius improbus,bergtyrannulett,Spectacled Tyrannulet
13405,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Zimmerius chrysops,gulbryntyrannulett,Golden-faced Tyrannulet
13409,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Zimmerius viridiflavus,løvtyrannulett,Peruvian Tyrannulet
13412,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Zimmerius bolivianus,boliviatyrannulett,Bolivian Tyrannulet
13413,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Zimmerius petersi,venezuelatyrannulett,Venezuelan Tyrannulet
13414,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Zimmerius gracilipes,amazontyrannulett,Slender-footed Tyrannulet
13418,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Stigmatura napensis,småviftetyrann,Lesser Wagtail-Tyrant
13419,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Stigmatura bahiae,bahiaviftetyrann,Bahia Wagtail-Tyrant
13420,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Stigmatura budytoides,storviftetyrann,Greater Wagtail-Tyrant
13426,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Euscarthmus fulviceps,rustfjespygmétyrann,Fulvous-faced Scrub Tyrant
13427,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Euscarthmus meloryphus,blekpygmétyrann,Fulvous-crowned Scrub Tyrant
13430,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Euscarthmus rufomarginatus,rustpygmétyrann,Rufous-sided Scrub Tyrant
13432,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Inezia tenuirostris,smalnebbtyrannulett,Slender-billed Inezia
13433,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Inezia inornata,chacotyrannulett,Plain Inezia
13434,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Inezia subflava,hvittipptyrannulett,Amazonian Inezia
13437,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Inezia caudata,blektipptyrannulett,Pale-tipped Inezia
13441,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Acrochordopus burmeisteri,panløvtyrann,Rough-legged Tyrannulet
13442,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Acrochordopus zeledoni,hvitpanneløvtyrann,White-fronted Tyrannulet
13449,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Tyranniscus nigrocapillus,svartkroneløvtyrann,Black-capped Tyrannulet
13453,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Tyranniscus cinereiceps,sigdløvtyrann,Ashy-headed Tyrannulet
13454,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Tyranniscus uropygialis,brungumpløvtyrann,Tawny-rumped Tyrannulet
13456,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Ornithion semiflavum,gulbuktyrannulett,Yellow-bellied Tyrannulet
13457,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Ornithion brunneicapillus,brunkronetyrannulett,Brown-capped Tyrannulet
13458,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Ornithion inerme,perlebåndtyrannulett,White-lored Tyrannulet
13460,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Camptostoma imberbe,nordglattyrannulett,Northern Beardless Tyrannulet
13461,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Camptostoma obsoletum,sørglattyrannulett,Southern Beardless Tyrannulet
13476,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Tyrannulus elatus,prinsetyrann,Yellow-crowned Tyrannulet
13478,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Myiopagis gaimardii,skogelenia,Forest Elaenia
13484,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Myiopagis parambae,chocoelenia,Choco Elaenia
13487,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Myiopagis cinerea,tinnelenia,Amazonian Elaenia
13488,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Myiopagis olallai,fjellfotelenia,Foothill Elaenia
13492,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Myiopagis caniceps,gråelenia,Grey-headed Elaenia
13493,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Myiopagis subplacens,ecuadorelenia,Pacific Elaenia
13494,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Myiopagis flavivertex,varzeaelenia,Yellow-crowned Elaenia
13495,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Myiopagis cotta,jamaicaelenia,Jamaican Elaenia
13496,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Myiopagis viridicata,grønnelenia,Greenish Elaenia
13508,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Elaenia cristata,buskelenia,Plain-crested Elaenia
13511,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Elaenia ruficeps,rødnakkeelenia,Rufous-crowned Elaenia
13512,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Elaenia strepera,skiferelenia,Slaty Elaenia
13513,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Elaenia gigas,hornelenia,Mottle-backed Elaenia
13514,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Elaenia sordida,brasilelenia,Small-headed Elaenia
13515,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Elaenia dayi,kjempeelenia,Great Elaenia
13519,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Elaenia obscura,skyggeelenia,Highland Elaenia
13520,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Elaenia flavogaster,gulbukelenia,Yellow-bellied Elaenia
13525,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Elaenia parvirostris,kortnebbelenia,Small-billed Elaenia
13526,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Elaenia pelzelni,flodelenia,Brownish Elaenia
13527,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Elaenia spectabilis,storelenia,Large Elaenia
13528,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Elaenia ridleyana,noronhaelenia,Noronha Elaenia
13529,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Elaenia mesoleuca,olivenelenia,Olivaceous Elaenia
13530,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Elaenia chiriquensis,gresselenia,Lesser Elaenia
13533,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Elaenia brachyptera,nariñoelenia,Coopmans's Elaenia
13534,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Elaenia albiceps,hvitisseelenia,White-crested Elaenia
13541,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Elaenia pallatangae,fjellelenia,Sierran Elaenia
13545,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Elaenia frantzii,bergelenia,Mountain Elaenia
13550,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Elaenia olivina,tepuielenia,Tepui Elaenia
13553,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Elaenia martinica,karibelenia,Caribbean Elaenia
13561,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Elaenia fallax,antillelenia,Blue Mountain Elaenia
13562,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Elaenia cherriei,hispaniolaelenia,Hispaniolan Elaenia
13564,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Suiriri suiriri,suirirityrann,Suiriri Flycatcher
13569,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Pseudelaenia leucospodia,ørkentyrannulett,Grey-and-white Tyrannulet
13571,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Capsiempis flaveola,gultyrann,Yellow Tyrannulet
13578,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Phyllomyias virescens,olivenløvtyrann,Greenish Tyrannulet
13579,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Phyllomyias reiseri,kayapóløvtyrann,Reiser's Tyrannulet
13580,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Phyllomyias urichi,sucreløvtyrann,Urich's Tyrannulet
13581,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Phyllomyias sclateri,båndløvtyrann,Sclater's Tyrannulet
13584,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Phyllomyias fasciatus,brasilløvtyrann,Planalto Tyrannulet
13588,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Phyllomyias weedeni,yungasløvtyrann,Yungas Tyrannulet
13589,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Phyllomyias griseiceps,sotkroneløvtyrann,Sooty-headed Tyrannulet
13590,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Phyllomyias plumbeiceps,blykroneløvtyrann,Plumbeous-crowned Tyrannulet
13591,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Phyllomyias griseocapilla,gråhodeløvtyrann,Grey-capped Tyrannulet
13593,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Nesotriccus tumbezanus,krattyrannulett,Tumbesian Tyrannulet
13596,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Nesotriccus maranonicus,marañontyrannulett,Maranon Tyrannulet
13597,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Nesotriccus ridgwayi,cocotyrann,Cocos Tyrannulet
13598,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Nesotriccus murinus,bruntyrannulett,Mouse-colored Tyrannulet
13604,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Mecocerculus poecilocercus,hvitstjerttyrannulett,White-tailed Tyrannulet
13605,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Mecocerculus hellmayri,okerbåndtyrannulett,Buff-banded Tyrannulet
13606,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Mecocerculus stictopterus,hvitbåndtyrannulett,White-banded Tyrannulet
13610,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Mecocerculus leucophrys,hvitstrupetyrannulett,White-throated Tyrannulet
13622,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Mecocerculus calopterus,rustvingetyrannulett,Rufous-winged Tyrannulet
13623,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Mecocerculus minor,svoveltyrannulett,Sulphur-bellied Tyrannulet
13625,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Culicivora caudacuta,piggstjerttyrann,Sharp-tailed Grass Tyrant
13627,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Pseudocolopteryx sclateri,duskdoradito,Crested Doradito
13628,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Pseudocolopteryx acutipennis,andesdoradito,Subtropical Doradito
13629,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Pseudocolopteryx dinelliana,argentinadoradito,Dinelli's Doradito
13630,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Pseudocolopteryx flaviventris,sangdoradito,Warbling Doradito
13631,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Pseudocolopteryx citreola,tikkedoradito,Ticking Doradito
13633,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Polystictus superciliaris,campostyrann,Grey-backed Tachuri
13634,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Polystictus pectoralis,skjeggtyrann,Bearded Tachuri
13639,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Serpophaga cinerea,strømtyrannulett,Torrent Tyrannulet
13642,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Serpophaga hypoleuca,flodtyrannulett,River Tyrannulet
13646,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Serpophaga nigricans,sottyrannulett,Sooty Tyrannulet
13647,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Serpophaga subcristata,hvitissetyrannulett,White-crested Tyrannulet
13651,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Serpophaga griseicapilla,gråhodetyrannulett,Straneck's Tyrannulet
13653,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Uromyias agilis,nordmeisetyrann,Agile Tit-Tyrant
13654,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Uromyias agraphia,inkameisetyrann,Unstreaked Tit-Tyrant
13659,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Anairetes nigrocristatus,mefistomeisetyrann,Black-crested Tit-Tyrant
13660,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Anairetes reguloides,lomameisetyrann,Pied-crested Tit-Tyrant
13663,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Anairetes alpinus,polylepismeisetyrann,Ash-breasted Tit-Tyrant
13666,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Anairetes flavirostris,gulnebbmeisetyrann,Yellow-billed Tit-Tyrant
13671,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Anairetes parulus,guløyemeisetyrann,Tufted Tit-Tyrant
13675,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Anairetes fernandezianus,juanfernandezmeisetyrann,Juan Fernandez Tit-Tyrant
13677,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Ramphotrigon megacephalum,dvergflatnebb,Large-headed Flatbill
13682,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Ramphotrigon ruficauda,rødstjertflatnebb,Rufous-tailed Flatbill
13683,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Ramphotrigon flammulatum,torntyrann,Flammulated Flycatcher
13684,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Ramphotrigon fuscicauda,mørkstjertflatnebb,Dusky-tailed Flatbill
13686,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Sirystes albogriseus,chocosirystes,Choco Sirystes
13687,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Sirystes albocinereus,hvitgumpsirystes,White-rumped Sirystes
13688,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Sirystes subcanescens,gråsirystes,Todd's Sirystes
13689,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Sirystes sibilator,fløytesirystes,Sibilant Sirystes
13693,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Casiornis rufus,sørrødtyrann,Rufous Casiornis
13694,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Casiornis fuscus,nordrødtyrann,Ash-throated Casiornis
13696,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Rhytipterna holerythra,brunsørgetyrann,Rufous Mourner
13699,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Rhytipterna simplex,gråsørgetyrann,Greyish Mourner
13702,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Rhytipterna immunda,bleksørgetyrann,Pale-bellied Mourner
13704,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Myiarchus semirufus,rusttyrann,Rufous Flycatcher
13705,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Myiarchus yucatanensis,yucatántyrann,Yucatan Flycatcher
13709,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Myiarchus barbirostris,jamaicatyrann,Sad Flycatcher
13710,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Myiarchus tuberculifer,mørkhettetyrann,Dusky-capped Flycatcher
13724,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Myiarchus swainsoni,dryadetyrann,Swainson's Flycatcher
13729,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Myiarchus venezuelensis,venezuelatyrann,Venezuelan Flycatcher
13730,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Myiarchus panamensis,panamatyrann,Panama Flycatcher
13733,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Myiarchus ferox,brasiltyrann,Short-crested Flycatcher
13737,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Myiarchus apicalis,colombiatyrann,Apical Flycatcher
13738,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Myiarchus phaeocephalus,sothodetyrann,Sooty-crowned Flycatcher
